Source,Target,Weight,Type
federalist_80,federalist_17,3,undirected
federalist_80,federalist_23,1,undirected
federalist_80,federalist_36,4,undirected
federalist_80,federalist_42,2,undirected
federalist_80,federalist_67,6,undirected
federalist_80,federalist_81,7,undirected
federalist_80,federalist_82,6,undirected
federalist_80,federalist_83,3,undirected
federalist_80,federalist_85,2,undirected
federalist_81,federalist,18,undirected
federalist_81,federalist_22,4,undirected
federalist_81,federalist_32,12,undirected
federalist_81,federalist_33,9,undirected
federalist_81,federalist_36,3,undirected
federalist_81,federalist_39,1,undirected
federalist_81,federalist_42,2,undirected
federalist_81,federalist_54,6,undirected
federalist_81,federalist_59,5,undirected
federalist_81,federalist_60,6,undirected
federalist_81,federalist_61,2,undirected
federalist_81,federalist_65,2,undirected
federalist_81,federalist_66,1,undirected
federalist_81,federalist_69,1,undirected
federalist_81,federalist_74,3,undirected
federalist_81,federalist_78,17,undirected
federalist_81,federalist_80,7,undirected
federalist_81,federalist_82,15,undirected
federalist_81,federalist_83,23,undirected
federalist_81,federalist_84,10,undirected
federalist_81,federalist_85,3,undirected
federalist_82,federalist,7,undirected
federalist_82,federalist_31,4,undirected
federalist_82,federalist_32,5,undirected
federalist_82,federalist_36,3,undirected
federalist_82,federalist_78,1,undirected
federalist_82,federalist_80,6,undirected
federalist_82,federalist_81,15,undirected
federalist_83,federalist,23,undirected
federalist_83,federalist_32,1,undirected
federalist_83,federalist_33,2,undirected
federalist_83,federalist_34,3,undirected
federalist_83,federalist_36,3,undirected
federalist_83,federalist_39,1,undirected
federalist_83,federalist_54,5,undirected
federalist_83,federalist_60,4,undirected
federalist_83,federalist_69,1,undirected
federalist_83,federalist_73,1,undirected
federalist_83,federalist_78,2,undirected
federalist_83,federalist_79,1,undirected
federalist_83,federalist_80,3,undirected
federalist_83,federalist_81,23,undirected
federalist_83,federalist_84,8,undirected
federalist_83,federalist_85,3,undirected
federalist_84,federalist,20,undirected
federalist_84,federalist_1,5,undirected
federalist_84,federalist_27,3,undirected
federalist_84,federalist_33,1,undirected
federalist_84,federalist_38,5,undirected
federalist_84,federalist_56,1,undirected
federalist_84,federalist_57,4,undirected
federalist_84,federalist_69,1,undirected
federalist_84,federalist_78,8,undirected
federalist_84,federalist_79,4,undirected
federalist_84,federalist_81,10,undirected
federalist_84,federalist_83,8,undirected
federalist_84,federalist_85,8,undirected
federalist_85,federalist,16,undirected
federalist_85,federalist_1,7,undirected
federalist_85,federalist_22,2,undirected
federalist_85,federalist_67,7,undirected
federalist_85,federalist_70,6,undirected
federalist_85,federalist_80,2,undirected
federalist_85,federalist_81,3,undirected
federalist_85,federalist_83,3,undirected
federalist_85,federalist_84,8,undirected
federalist_9,federalist,15,undirected
federalist_9,federalist_12,2,undirected
federalist_9,federalist_16,9,undirected
federalist_9,federalist_2,4,undirected
federalist_9,federalist_22,3,undirected
federalist_9,federalist_6,8,undirected
federalist_9,federalist_8,18,undirected
